Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-bnb-eager,huggyllama/llama-30b,1.475,0.1229721603393554,8.065,125337.255,18883.526,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,9.27,56.96,32
4bit-bnb-fa2,huggyllama/llama-30b,1.463,0.1199307861328125,8.303,128345.559,18883.395,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,9.068,56.96,32
4bit-bnb-sdpa,huggyllama/llama-30b,1.463,0.1174886398315429,8.4,129543.935,18883.395,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,8.977,56.96,32
8bit-bnb-eager,Qwen/Qwen1.5-MoE-A2.7B,0.721,0.7134668579101563,1.399,40118.185,15921.993,pytorch,float16,BnB.8bit,Eager,No Kernel,Unknown,45.836,56.03,14
8bit-bnb-fa2,Qwen/Qwen1.5-MoE-A2.7B,0.708,0.7149342651367188,1.408,40209.275,15921.207,pytorch,float16,BnB.8bit,FAv2,No Kernel,Unknown,45.413,56.03,14
8bit-bnb-sdpa,Qwen/Qwen1.5-MoE-A2.7B,0.714,0.7082782592773438,1.414,40628.074,15921.207,pytorch,float16,BnB.8bit,SDPA,No Kernel,Unknown,45.162,56.03,14
4bit-bnb-fa2,Qwen/Qwen1.5-MoE-A2.7B,0.669,0.6245232543945313,1.612,43475.63,8963.124,pytorch,float16,BnB.4bit,FAv2,No Kernel,Unknown,39.785,56.03,14
4bit-bnb-eager,Qwen/Qwen1.5-MoE-A2.7B,0.649,0.6088898315429687,1.64,46868.453,8963.124,pytorch,float16,BnB.4bit,Eager,No Kernel,Unknown,39.158,56.03,14
4bit-bnb-sdpa,Qwen/Qwen1.5-MoE-A2.7B,0.649,0.6043299560546875,1.659,47042.945,8963.124,pytorch,float16,BnB.4bit,SDPA,No Kernel,Unknown,38.544,56.03,14
4bit-awq-gemm-eager,meta-llama/Llama-2-13b-hf,1.102,1.0186967163085938,0.982,13304.66,8503.104,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,65.282,55.69,13
4bit-awq-gemm-sdpa,meta-llama/Llama-2-13b-hf,1.095,1.0172456665039062,0.983,13372.413,8503.627,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,65.182,55.69,13
4bit-awq-gemm-fa2,meta-llama/Llama-2-13b-hf,1.095,1.0170562744140623,0.983,13272.374,8503.627,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,65.172,55.69,13
4bit-gptq-exllama-v1-eager,meta-llama/Llama-2-13b-hf,0.622,0.5371781005859375,1.861,24364.182,8233.863,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,34.465,55.69,13
4bit-gptq-exllama-v2-eager,meta-llama/Llama-2-13b-hf,0.622,0.5373409423828125,1.861,24361.737,8233.863,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,34.475,55.69,13
4bit-gptq-exllama-v1-fa2,meta-llama/Llama-2-13b-hf,0.616,0.5369251708984375,1.862,24656.962,8233.862,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,34.444,55.69,13
4bit-gptq-exllama-v2-fa2,meta-llama/Llama-2-13b-hf,0.616,0.5368565673828125,1.863,24394.51,8233.862,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,34.439,55.69,13
4bit-gptq-exllama-v2-sdpa,meta-llama/Llama-2-13b-hf,0.616,0.536690673828125,1.863,24589.991,8233.862,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,34.428,55.69,13
4bit-gptq-exllama-v1-sdpa,meta-llama/Llama-2-13b-hf,0.616,0.5365985107421875,1.864,24615.916,8233.862,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,34.423,55.69,13
8bit-bnb-eager,meta-llama/Llama-2-13b-hf,0.145,0.1428869476318359,6.974,162532.604,14191.124,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,9.144,55.69,13
8bit-bnb-sdpa,meta-llama/Llama-2-13b-hf,0.142,0.1416570892333984,7.111,169685.787,14198.505,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,9.048,55.69,13
8bit-bnb-fa2,meta-llama/Llama-2-13b-hf,0.144,0.1411122589111328,7.12,167688.257,14198.505,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,9.011,55.69,13
4bit-bnb-eager,meta-llama/Llama-2-13b-hf,0.59,0.0812513275146484,12.193,231601.344,8049.964,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,5.745,55.69,13
4bit-bnb-sdpa,meta-llama/Llama-2-13b-hf,0.584,0.0802785263061523,12.414,231682.611,8049.832,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,5.661,55.69,13
4bit-bnb-fa2,meta-llama/Llama-2-13b-hf,0.584,0.0794450225830078,12.556,234005.325,8049.832,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,5.601,55.69,13
4bit-awq-gemm-eager,01-ai/Yi-6B,0.512,0.4781598815917969,2.091,29557.958,4557.795,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,30.647,54.08,6
4bit-awq-gemm-sdpa,01-ai/Yi-6B,0.509,0.4755691528320312,2.101,29946.055,4557.794,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,30.48,54.08,6
4bit-awq-gemm-fa2,01-ai/Yi-6B,0.507,0.4746004333496094,2.106,29736.105,4557.794,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,30.42,54.08,6
4bit-gptq-exllama-v2-eager,01-ai/Yi-6B,0.281,0.2399406127929687,4.167,55464.726,4383.673,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,15.4,54.08,6
4bit-gptq-exllama-v1-eager,01-ai/Yi-6B,0.28,0.2399088592529296,4.167,54950.407,4383.673,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,15.397,54.08,6
4bit-gptq-exllama-v1-sdpa,01-ai/Yi-6B,0.277,0.2395125732421875,4.174,55463.427,4383.672,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,15.37,54.08,6
4bit-gptq-exllama-v2-sdpa,01-ai/Yi-6B,0.277,0.2395095062255859,4.174,55642.625,4383.672,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,15.369,54.08,6
4bit-gptq-exllama-v1-fa2,01-ai/Yi-6B,0.277,0.2388735961914062,4.185,55739.185,4383.672,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,15.329,54.08,6
4bit-gptq-exllama-v2-fa2,01-ai/Yi-6B,0.276,0.2388582458496093,4.186,55446.813,4383.672,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,15.329,54.08,6
8bit-bnb-eager,01-ai/Yi-6B,0.124,0.124979133605957,8.071,211093.006,6883.612,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.927,54.08,6
8bit-bnb-sdpa,01-ai/Yi-6B,0.116,0.1151231994628906,8.663,220527.161,6883.612,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.389,54.08,6
8bit-bnb-fa2,01-ai/Yi-6B,0.112,0.1121638412475586,8.897,216826.28,6883.612,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.193,54.08,6
4bit-bnb-eager,01-ai/Yi-6B,0.276,0.0691404800415039,14.196,329893.376,4344.191,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.675,54.08,6
4bit-bnb-sdpa,01-ai/Yi-6B,0.273,0.0664463348388672,14.857,343150.408,4344.06,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.518,54.08,6
4bit-bnb-fa2,01-ai/Yi-6B,0.272,0.0653322219848632,15.036,348208.786,4344.06,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,4.429,54.08,6
bfloat16-eager,01-ai/Yi-6B,0.09,0.035423168182373,28.1,445924.052,12315.695,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.329,54.08,6
float16-eager,01-ai/Yi-6B,0.089,0.0349255676269531,28.357,445340.416,12315.695,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.296,54.08,6
bfloat16-sdpa,01-ai/Yi-6B,0.085,0.0335400962829589,30.059,450475.763,12315.695,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.187,54.08,6
float16-sdpa,01-ai/Yi-6B,0.085,0.0326584320068359,30.391,442303.273,12315.695,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.163,54.08,6
bfloat16-fa2,01-ai/Yi-6B,0.084,0.032718879699707,30.651,457227.383,12315.695,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.141,54.08,6
float16-fa2,01-ai/Yi-6B,0.084,0.0325488624572753,30.799,464769.906,12315.695,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.135,54.08,6
4bit-awq-gemm-eager,01-ai/Yi-6B,0.512,0.4781598815917969,2.091,29557.958,4557.795,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,30.647,54.02,6
4bit-awq-gemm-sdpa,01-ai/Yi-6B,0.509,0.4755691528320312,2.101,29946.055,4557.794,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,30.48,54.02,6
4bit-awq-gemm-fa2,01-ai/Yi-6B,0.507,0.4746004333496094,2.106,29736.105,4557.794,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,30.42,54.02,6
4bit-gptq-exllama-v2-eager,01-ai/Yi-6B,0.281,0.2399406127929687,4.167,55464.726,4383.673,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,15.4,54.02,6
4bit-gptq-exllama-v1-eager,01-ai/Yi-6B,0.28,0.2399088592529296,4.167,54950.407,4383.673,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,15.397,54.02,6
4bit-gptq-exllama-v1-sdpa,01-ai/Yi-6B,0.277,0.2395125732421875,4.174,55463.427,4383.672,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,15.37,54.02,6
4bit-gptq-exllama-v2-sdpa,01-ai/Yi-6B,0.277,0.2395095062255859,4.174,55642.625,4383.672,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,15.369,54.02,6
4bit-gptq-exllama-v1-fa2,01-ai/Yi-6B,0.277,0.2388735961914062,4.185,55739.185,4383.672,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,15.329,54.02,6
4bit-gptq-exllama-v2-fa2,01-ai/Yi-6B,0.276,0.2388582458496093,4.186,55446.813,4383.672,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,15.329,54.02,6
8bit-bnb-eager,01-ai/Yi-6B,0.124,0.124979133605957,8.071,211093.006,6883.612,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.927,54.02,6
8bit-bnb-sdpa,01-ai/Yi-6B,0.116,0.1151231994628906,8.663,220527.161,6883.612,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.389,54.02,6
8bit-bnb-fa2,01-ai/Yi-6B,0.112,0.1121638412475586,8.897,216826.28,6883.612,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.193,54.02,6
4bit-bnb-eager,01-ai/Yi-6B,0.276,0.0691404800415039,14.196,329893.376,4344.191,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.675,54.02,6
4bit-bnb-sdpa,01-ai/Yi-6B,0.273,0.0664463348388672,14.857,343150.408,4344.06,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.518,54.02,6
4bit-bnb-fa2,01-ai/Yi-6B,0.272,0.0653322219848632,15.036,348208.786,4344.06,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,4.429,54.02,6
bfloat16-eager,01-ai/Yi-6B,0.09,0.035423168182373,28.1,445924.052,12315.695,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.329,54.02,6
float16-eager,01-ai/Yi-6B,0.089,0.0349255676269531,28.357,445340.416,12315.695,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.296,54.02,6
bfloat16-sdpa,01-ai/Yi-6B,0.085,0.0335400962829589,30.059,450475.763,12315.695,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.187,54.02,6
float16-sdpa,01-ai/Yi-6B,0.085,0.0326584320068359,30.391,442303.273,12315.695,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.163,54.02,6
bfloat16-fa2,01-ai/Yi-6B,0.084,0.032718879699707,30.651,457227.383,12315.695,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.141,54.02,6
float16-fa2,01-ai/Yi-6B,0.084,0.0325488624572753,30.799,464769.906,12315.695,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.135,54.02,6
4bit-awq-gemm-eager,huggyllama/llama-13b,1.1,1.0176091918945311,0.983,13525.418,8503.104,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,65.212,51.33,13
4bit-awq-gemm-sdpa,huggyllama/llama-13b,1.095,1.0171883544921876,0.983,13555.685,8503.627,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,65.182,51.33,13
4bit-awq-gemm-fa2,huggyllama/llama-13b,1.094,1.016932373046875,0.983,13345.134,8503.627,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,65.165,51.33,13
4bit-gptq-exllama-v1-eager,huggyllama/llama-13b,0.622,0.5372897338867187,1.861,24057.347,8233.863,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,34.472,51.33,13
4bit-gptq-exllama-v2-eager,huggyllama/llama-13b,0.622,0.53711669921875,1.862,24078.203,8233.863,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,34.46,51.33,13
4bit-gptq-exllama-v1-fa2,huggyllama/llama-13b,0.616,0.5368145751953125,1.863,24055.331,8233.862,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,34.435,51.33,13
4bit-gptq-exllama-v1-sdpa,huggyllama/llama-13b,0.616,0.5367101440429688,1.863,24094.369,8233.862,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,34.43,51.33,13
4bit-gptq-exllama-v2-fa2,huggyllama/llama-13b,0.616,0.5367347412109374,1.863,24093.036,8233.862,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,34.43,51.33,13
4bit-gptq-exllama-v2-sdpa,huggyllama/llama-13b,0.616,0.5367131958007813,1.863,24120.417,8233.862,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,34.43,51.33,13
8bit-bnb-eager,huggyllama/llama-13b,0.143,0.1416212463378906,6.979,164229.904,14149.181,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,9.094,51.33,13
8bit-bnb-fa2,huggyllama/llama-13b,0.141,0.1378744049072265,7.208,166168.386,14156.562,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,8.881,51.33,13
8bit-bnb-sdpa,huggyllama/llama-13b,0.137,0.1363056640625,7.298,168632.616,14156.562,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,8.75,51.33,13
4bit-bnb-eager,huggyllama/llama-13b,0.59,0.0816691207885742,12.181,227906.889,8008.02,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,5.751,51.33,13
4bit-bnb-fa2,huggyllama/llama-13b,0.584,0.080058364868164,12.394,226074.311,8007.889,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,5.666,51.33,13
4bit-bnb-sdpa,huggyllama/llama-13b,0.584,0.0812706222534179,12.453,235311.848,8007.889,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,5.666,51.33,13
4bit-awq-gemm-eager,meta-llama/Llama-2-7b-hf,0.574,0.5314457397460938,1.882,25851.502,4688.7,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,34.058,50.97,6
4bit-awq-gemm-sdpa,meta-llama/Llama-2-7b-hf,0.57,0.5309541625976563,1.883,25854.793,4688.699,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,34.025,50.97,6
4bit-awq-gemm-fa2,meta-llama/Llama-2-7b-hf,0.571,0.5307340698242188,1.884,26090.873,4688.699,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,34.011,50.97,6
4bit-gptq-exllama-v1-eager,meta-llama/Llama-2-7b-hf,0.323,0.2785116271972656,3.59,47539.618,4515.668,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,17.869,50.97,6
4bit-gptq-exllama-v2-eager,meta-llama/Llama-2-7b-hf,0.323,0.278476806640625,3.591,47503.56,4515.668,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,17.867,50.97,6
4bit-gptq-exllama-v2-fa2,meta-llama/Llama-2-7b-hf,0.32,0.2781573181152343,3.595,47618.205,4515.667,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,17.844,50.97,6
4bit-gptq-exllama-v2-sdpa,meta-llama/Llama-2-7b-hf,0.32,0.2781388854980469,3.595,47524.524,4515.667,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,17.844,50.97,6
4bit-gptq-exllama-v1-fa2,meta-llama/Llama-2-7b-hf,0.319,0.2781122436523437,3.595,47519.723,4515.667,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,17.842,50.97,6
4bit-gptq-exllama-v1-sdpa,meta-llama/Llama-2-7b-hf,0.32,0.2780190734863281,3.597,47637.967,4515.667,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,17.836,50.97,6
8bit-bnb-eager,meta-llama/Llama-2-7b-hf,0.113,0.1155287017822265,8.744,215769.362,7518.73,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.354,50.97,6
8bit-bnb-fa2,meta-llama/Llama-2-7b-hf,0.111,0.1124937591552734,8.972,219910.945,7519.279,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.122,50.97,6
8bit-bnb-sdpa,meta-llama/Llama-2-7b-hf,0.111,0.1092351989746093,9.055,214463.905,7519.279,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.04,50.97,6
4bit-bnb-eager,meta-llama/Llama-2-7b-hf,0.318,0.0674805755615234,14.905,316847.825,4422.015,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.553,50.97,6
4bit-bnb-fa2,meta-llama/Llama-2-7b-hf,0.315,0.0637511672973632,15.538,329178.688,4421.884,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,4.36,50.97,6
4bit-bnb-sdpa,meta-llama/Llama-2-7b-hf,0.315,0.0617666549682617,16.042,335036.322,4421.884,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.234,50.97,6
bfloat16-eager,meta-llama/Llama-2-7b-hf,0.099,0.0363407363891601,27.505,404811.118,13889.78,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.39,50.97,6
float16-eager,meta-llama/Llama-2-7b-hf,0.097,0.0361861114501953,27.621,397026.705,13889.78,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.377,50.97,6
float16-fa2,meta-llama/Llama-2-7b-hf,0.094,0.0358696975708007,27.865,396682.914,13889.78,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.354,50.97,6
bfloat16-fa2,meta-llama/Llama-2-7b-hf,0.094,0.0358441581726074,27.883,402308.39,13889.78,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.352,50.97,6
float16-sdpa,meta-llama/Llama-2-7b-hf,0.094,0.0357898254394531,27.927,395579.138,13889.78,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.349,50.97,6
bfloat16-sdpa,meta-llama/Llama-2-7b-hf,0.094,0.0357611503601074,27.953,409548.12,13889.78,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.347,50.97,6
4bit-awq-gemm-eager,microsoft/phi-1_5,0.136,0.127678466796875,7.86,121394.736,1369.425,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,PhiForCausalLM,8.174,47.69,1
4bit-awq-gemm-fa2,microsoft/phi-1_5,0.133,0.123926528930664,8.044,122548.459,1369.424,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,PhiForCausalLM,7.959,47.69,1
4bit-awq-gemm-sdpa,microsoft/phi-1_5,0.133,0.1229455337524414,8.119,122796.946,1369.424,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,PhiForCausalLM,7.884,47.69,1
8bit-bnb-eager,microsoft/phi-1_5,0.075,0.0727562255859375,13.643,352219.408,1805.816,pytorch,float16,BnB.8bit,Eager,No Kernel,PhiForCausalLM,4.677,47.69,1
8bit-bnb-sdpa,microsoft/phi-1_5,0.073,0.0729620513916015,13.742,370600.301,1804.794,pytorch,float16,BnB.8bit,SDPA,No Kernel,PhiForCausalLM,4.658,47.69,1
8bit-bnb-fa2,microsoft/phi-1_5,0.073,0.0726569595336914,13.809,384165.564,1804.794,pytorch,float16,BnB.8bit,FAv2,No Kernel,PhiForCausalLM,4.644,47.69,1
4bit-gptq-exllama-v2-eager,microsoft/phi-1_5,0.074,0.0583290863037109,17.14,245906.507,1306.321,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,PhiForCausalLM,3.749,47.69,1
4bit-gptq-exllama-v1-eager,microsoft/phi-1_5,0.074,0.0583014411926269,17.147,247454.782,1306.321,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,PhiForCausalLM,3.747,47.69,1
4bit-gptq-exllama-v1-fa2,microsoft/phi-1_5,0.069,0.0577945594787597,17.297,247809.519,1306.32,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,PhiForCausalLM,3.711,47.69,1
4bit-gptq-exllama-v1-sdpa,microsoft/phi-1_5,0.069,0.057775104522705,17.304,247735.715,1306.32,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,PhiForCausalLM,3.71,47.69,1
4bit-gptq-exllama-v2-sdpa,microsoft/phi-1_5,0.069,0.0577730560302734,17.305,247365.12,1306.32,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,PhiForCausalLM,3.71,47.69,1
4bit-gptq-exllama-v2-fa2,microsoft/phi-1_5,0.069,0.0577024002075195,17.323,248005.871,1306.32,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,PhiForCausalLM,3.706,47.69,1
4bit-bnb-fa2,microsoft/phi-1_5,0.068,0.046166015625,21.768,574182.19,1226.537,pytorch,float16,BnB.4bit,FAv2,No Kernel,PhiForCausalLM,2.978,47.69,1
4bit-bnb-eager,microsoft/phi-1_5,0.073,0.0447672309875488,22.292,556001.205,1226.669,pytorch,float16,BnB.4bit,Eager,No Kernel,PhiForCausalLM,2.896,47.69,1
4bit-bnb-sdpa,microsoft/phi-1_5,0.068,0.044399616241455,22.802,586206.044,1226.537,pytorch,float16,BnB.4bit,SDPA,No Kernel,PhiForCausalLM,2.836,47.69,1
bfloat16-eager,microsoft/phi-1_5,0.025,0.0216381435394287,46.357,991003.912,3023.634,pytorch,bfloat16,Unquantized,Eager,No Kernel,PhiForCausalLM,1.383,47.69,1
float16-eager,microsoft/phi-1_5,0.029,0.0202106876373291,48.984,997659.646,3023.634,pytorch,float16,Unquantized,Eager,No Kernel,PhiForCausalLM,1.303,47.69,1
bfloat16-fa2,microsoft/phi-1_5,0.021,0.0194815998077392,51.578,1053747.495,3022.613,pytorch,bfloat16,Unquantized,FAv2,No Kernel,PhiForCausalLM,1.25,47.69,1
float32-eager,microsoft/phi-1_5,0.055,0.018717695236206,53.048,889429.34,5949.832,pytorch,float32,Unquantized,Eager,No Kernel,PhiForCausalLM,1.239,47.69,1
float16-fa2,microsoft/phi-1_5,0.024,0.0186449928283691,53.187,1062537.202,3022.613,pytorch,float16,Unquantized,FAv2,No Kernel,PhiForCausalLM,1.203,47.69,1
bfloat16-sdpa,microsoft/phi-1_5,0.021,0.0187084808349609,53.949,1084073.301,3022.613,pytorch,bfloat16,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.191,47.69,1
float16-sdpa,microsoft/phi-1_5,0.024,0.0183818244934082,54.738,1094223.905,3022.613,pytorch,float16,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.181,47.69,1
float32-sdpa,microsoft/phi-1_5,0.052,0.0178943996429443,55.149,915425.161,5949.832,pytorch,float32,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.19,47.69,1
4bit-awq-gemm-eager,stabilityai/stablelm-3b-4e1t,0.251,0.2342451171875,4.266,59997.09,2246.909,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,StableLMEpochForCausalLM,15.019,46.58,2
4bit-awq-gemm-fa2,stabilityai/stablelm-3b-4e1t,0.249,0.2317230072021484,4.313,60544.141,2246.908,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,StableLMEpochForCausalLM,14.854,46.58,2
4bit-awq-gemm-sdpa,stabilityai/stablelm-3b-4e1t,0.249,0.2311649322509765,4.323,60505.135,2246.908,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,StableLMEpochForCausalLM,14.818,46.58,2
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-3b-4e1t,0.138,0.1160960006713867,8.612,120124.23,2180.297,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,StableLMEpochForCausalLM,7.454,46.58,2
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-3b-4e1t,0.138,0.1160273895263671,8.617,120449.675,2180.297,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,StableLMEpochForCausalLM,7.449,46.58,2
